file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,278,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,279,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,280,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,4
style.css,281,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,10
style.css,282,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,19
style.css,283,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,20
style.css,284,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,285,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,286,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,287,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,17
style.css,288,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,13
style.css,289,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,290,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,291,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
style.css,292,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,13
style.css,293,css,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,6
style.css,294,css,fdf930dd,dallasplunkett,2025-01-10,10:46:49,-08:00,2025-01-10T10:46:49-08:00,0,0
index.js,1,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,69
index.js,2,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,3,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,52
index.js,4,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,40
index.js,5,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,6,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,58
index.js,7,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,8,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,52
index.js,9,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,10,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,55
index.js,11,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,12,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,58
index.js,13,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.js,14,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,15
index.js,15,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,22
index.js,16,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,0
index.js,17,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,1
index.js,18,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,17
index.js,19,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,31
index.js,20,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,2
index.js,21,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,1
index.js,22,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,17
index.js,23,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,31
index.js,24,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,2
index.js,25,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,1
index.js,26,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,14
index.js,27,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,28
index.js,28,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,2
index.js,29,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,1
index.js,30,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,14
index.js,31,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,4,28
index.js,32,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,3,2
index.js,33,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,1
index.js,34,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,0
index.js,35,js,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,0,0
index.html,1,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,11
index.html,2,html,446fb6cd,dallasplunkett,2025-01-22,12:58:18,-08:00,2025-01-22T12:58:18-08:00,0,25
index.html,3,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,0
index.html,4,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,2
index.html,5,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,1,18
index.html,6,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,1,66
index.html,7,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,1,55
index.html,8,html,fdf930dd,dallasplunkett,2025-01-10,10:46:49,-08:00,2025-01-10T10:46:49-08:00,1,36
index.html,9,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,43
index.html,10,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,1,48
index.html,11,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,3
index.html,12,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,0
index.html,13,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,2
index.html,14,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,1,19
index.html,15,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,2,20
index.html,16,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,2,106
index.html,17,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,3,91
index.html,18,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,3,12
index.html,19,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,3,30
index.html,20,html,ed3d583d,dallasplunkett,2025-01-16,19:54:56,-08:00,2025-01-16T19:54:56-08:00,2,63
index.html,21,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,20
index.html,22,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,24
index.html,23,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,26
index.html,24,html,39933b3e,dallasplunkett,2025-01-30,16:31:17,-08:00,2025-01-30T16:31:17-08:00,2,26
index.html,25,html,66337f75,dallasplunkett,2025-01-15,22:25:13,-08:00,2025-01-15T22:25:13-08:00,1,2
index.html,26,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,3
index.html,27,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,0
index.html,28,html,cb5d73cf,dallasplunkett,2025-01-10,10:05:49,-08:00,2025-01-10T10:05:49-08:00,0,3
global.js,1,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,5
global.js,2,js,114fd19b,dallasplunkett,2025-01-22,09:32:52,-08:00,2025-01-22T09:32:52-08:00,0,0
global.js,3,js,114fd19b,dallasplunkett,2025-01-22,09:32:52,-08:00,2025-01-22T09:32:52-08:00,0,39
global.js,4,js,114fd19b,dallasplunkett,2025-01-22,09:32:52,-08:00,2025-01-22T09:32:52-08:00,1,50
global.js,5,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,6,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,7,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,9
global.js,8,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,23
global.js,9,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,34
global.js,10,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,36
global.js,11,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,24
global.js,12,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,58
global.js,13,js,00000000,Not Committed Yet,2025-02-13,12:28:28,-08:00,2025-02-13T12:28:28-08:00,1,28
global.js,14,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,15,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,16,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,19
global.js,17,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,18,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,36
global.js,19,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,46
global.js,20,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,21,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,68
global.js,22,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,23,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,18
global.js,24,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,12
global.js,25,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,16
global.js,26,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,27,js,95f5c797,dallasplunkett,2025-01-22,13:44:23,-08:00,2025-01-22T13:44:23-08:00,1,42
global.js,28,js,95f5c797,dallasplunkett,2025-01-22,13:44:23,-08:00,2025-01-22T13:44:23-08:00,2,14
global.js,29,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,0
global.js,30,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,31,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,32
global.js,32,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,9
global.js,33,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,18
global.js,34,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,35,js,95f5c797,dallasplunkett,2025-01-22,13:44:23,-08:00,2025-01-22T13:44:23-08:00,1,63
global.js,36,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,2,23
global.js,37,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,0
global.js,38,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,39,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,27
global.js,40,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,2,16
global.js,41,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,1,0
global.js,42,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,43,js,8bbb068b,dallasplunkett,2025-01-22,13:10:12,-08:00,2025-01-22T13:10:12-08:00,1,15
global.js,44,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,45,js,aa5afdb5,dallasplunkett,2025-01-22,10:38:32,-08:00,2025-01-22T10:38:32-08:00,0,0
global.js,46,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,21
global.js,47,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,48,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,52
global.js,49,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,9
global.js,50,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,31
global.js,51,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,2,4
global.js,52,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,3,35
global.js,53,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,3,32
global.js,54,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,3,30
global.js,55,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,2,5
global.js,56,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,5
global.js,57,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,58,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,59,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,42
global.js,60,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,61
global.js,61,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,62,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,25
global.js,63,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,64
global.js,64,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,31
global.js,65,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,63
global.js,66,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,4
global.js,67,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,58
global.js,68,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,69,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,70,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,22
global.js,71,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,72,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,47
global.js,73,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,29
global.js,74,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,75,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,20
global.js,76,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,2,64
global.js,77,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,26
global.js,78,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,2,63
global.js,79,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,4
global.js,80,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,2,58
global.js,81,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,0
global.js,82,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,0,0
global.js,83,js,33610443,dallasplunkett,2025-01-22,12:16:09,-08:00,2025-01-22T12:16:09-08:00,1,39
global.js,84,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,0
global.js,85,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,0
global.js,86,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,21
global.js,87,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,88,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,42
global.js,89,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,38
global.js,90,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,91,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,46
global.js,92,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,19
global.js,93,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,28
global.js,94,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,12
global.js,95,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,96,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,29
global.js,97,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,3,68
global.js,98,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,0
global.js,99,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,100,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,33
global.js,101,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,59
global.js,102,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,30
global.js,103,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,0
global.js,104,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,105,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,106,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,20
global.js,107,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,108,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,34
global.js,109,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,1
global.js,110,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,30
global.js,111,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,15
global.js,112,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,3,64
global.js,113,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,0
global.js,114,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,31
global.js,115,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,8
global.js,116,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,0
global.js,117,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,13
global.js,118,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,57
global.js,119,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,0
global.js,120,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,121,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,122,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,28
global.js,123,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,124,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,77
global.js,125,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,66
global.js,126,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,49
global.js,127,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,3
global.js,128,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,0
global.js,129,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,0
global.js,130,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,60
global.js,131,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,45
global.js,132,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,72
global.js,133,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,16
global.js,134,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,1,0
global.js,135,js,33ec6adc,dallasplunkett,2025-01-22,12:45:01,-08:00,2025-01-22T12:45:01-08:00,0,0
global.js,136,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,28
global.js,137,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,138,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,1,39
global.js,139,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,24
global.js,140,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,141,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,46
global.js,142,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,17
global.js,143,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,3,47
global.js,144,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,3,77
global.js,145,js,b3528943,dallasplunkett,2025-02-07,09:17:45,-08:00,2025-02-07T09:17:45-08:00,3,104
global.js,146,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,0
global.js,147,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,0,0
global.js,148,js,4082e13e,dallasplunkett,2025-01-29,22:41:51,-08:00,2025-01-29T22:41:51-08:00,2,34
